com.samsung.shealth.insight_message,6320001,2
is_ai_generated,feedback_type,service_id,description,exposure_uri,condition_id,msg_id,update_time,create_time,is_viewed,tag,category,title,deviceuuid,pkg_name,datauuid,day_time
1,0,tracker.vitality,"Sleeping at an appropriate time contributes to your good energy score. However, your sleep time average is fair, which may be influencing your overall health. Consider aiming for around 8 hours of sleep tonight to improve this. Keep up the excellent bed/wake time consistency!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32655__42532;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,sleep_timing_23,sleep_timing_23,2025-10-31 23:55:16.027,2025-10-31 23:55:16.027,0,32655,VS_VITALITYSCORE,Maintain Your Sleep Routine,4FEhL4nduw,com.sec.android.app.shealth,ea52d08f-ebcb-46d2-b5f2-e6d6b7cef702,1761955200000,
1,0,tracker.vitality,"Your sleeping heart rate is stable and in excellent condition, contributing to your recovery. With an energy score of 81, you're on the right track. Consider maintaining consistent rest and stress-reducing activities today to keep this momentum. Keep focusing on your well-being for sustained health benefits.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32554__42489;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shr_balance_65,shr_balance_65,2025-11-01 23:50:03.653,2025-11-01 23:50:03.653,0,32554,VS_VITALITYSCORE,Keep Up the Great Work!,4FEhL4nduw,com.sec.android.app.shealth,de0ee526-4fbb-4f74-8541-d3c2bf0297e6,1762041600000,
1,0,tracker.vitality,"Your active time yesterday was lower than your average, which is a positive change and contributes to better recovery. Consider focusing on rest and recovery today to maintain your good energy score of 82. Continue prioritizing rest to support recovery and prevent overexertion. Keep up the great work!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32373__42425;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_31,active_time_31,2025-11-02 22:55:27.237,2025-11-02 22:55:27.237,0,32373,VS_VITALITYSCORE,Prioritize Recovery,4FEhL4nduw,com.sec.android.app.shealth,30f716c6-4a57-469f-ba22-2c6e4ec2e460,1762128000000,
1,0,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This could be influencing your energy score. Consider incorporating stress-relieving activities like deep breathing or hobbies today. Keep focusing on your health goals and maintain your good work on your sleep routine.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32536__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-11-03 23:18:49.362,2025-11-03 23:18:49.362,0,32536,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,de4b683a-3c13-4ca6-b8a2-83ba448ddfda,1762214400000,
1,0,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. With an energy score of 84, consider maintaining your current healthy habits to keep it stable. Aim for at least 1 hour and 35 minutes of active time today. Keep up the great work and stay consistent!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32525__42475;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_57,shrv_balance_57,2025-11-04 23:11:36.532,2025-11-04 23:11:36.532,0,32525,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,ccde0bba-c971-4636-89d2-aa15356b9d4b,1762300800000,
1,0,tracker.vitality,"Your active time yesterday was lower than your average, which is a positive change and helps prevent overexertion. Continue to prioritize rest and recovery today to maintain your excellent energy score of 88. Keep up the good work and focus on balancing activity with adequate rest to sustain your high energy levels.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32374__42425;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,active_time_31,active_time_31,2025-11-05 23:30:18.741,2025-11-05 23:30:18.741,0,32374,VS_VITALITYSCORE,Prioritize Recovery,4FEhL4nduw,com.sec.android.app.shealth,97da6206-0fb1-4e7c-b187-784b29f3996b,1762387200000,
0,0,tracker.vitality,"You had an amazing past week! Whatever you did to find the right balance of activity, do your best to repeat it this week. Some weeks will have more activity, and some weeks will have less. The important thing is staying consistent like you are.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32238__42371;S.extra_llm_type=rule;S.tracker_id=tracker.vitality;end,activity_consistency_83,AC-2,2025-11-06 23:24:02.083,2025-11-06 23:24:02.083,0,32238,VS_VITALITYSCORE,Perfect consistency,4FEhL4nduw,com.sec.android.app.shealth,35782d25-2a21-40ef-bcb9-41950c640093,1762473600000,
1,0,tracker.vitality,"Your energy score is excellent at 89, which is great! However, your recent stress level is high, possibly affecting your energy levels. Consider incorporating stress-reducing activities today to help manage your high stress levels. Keep up the great work with your exercise routine!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32439__42447;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,exercise_time_43,exercise_time_43,2025-11-08 22:47:34.867,2025-11-08 22:47:34.867,0,32439,VS_VITALITYSCORE,Consistency is Key!,4FEhL4nduw,com.sec.android.app.shealth,aa3bfd93-1bc8-4db7-96b8-3f94c4a2ffd4,1762646400000,
1,0,tracker.vitality,"Your sleeping heart rate variability is currently graded as fair, likely due to stress. This could be influencing your energy score, which is currently graded as fair. Consider incorporating stress-relieving activities like deep breathing or hobbies today. Taking time to rest can help improve your overall well-being. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32536__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-11-09 23:12:08.560,2025-11-09 23:12:08.560,0,32536,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,3dee2973-d414-4179-bbd3-e665f84ac38d,1762732800000,
1,0,tracker.vitality,"Your sleeping heart rate has significantly deviated from your usual average, affecting your rest. With a good energy score of 77, consider focusing on recovery today by taking plenty of breaks and ensuring good sleep habits for a restful night. Continue maintaining your average active time of 1 hour and 18 minutes. Prioritize your health and well-being!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32564__42493;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shr_balance_67,shr_balance_67,2025-11-10 23:00:13.969,2025-11-10 23:00:13.969,0,32564,VS_VITALITYSCORE,Focus on Recovery,4FEhL4nduw,com.sec.android.app.shealth,53bdfba1-872b-4439-b769-d894e2766461,1762819200000,
1,0,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This is affecting your energy score and overall well-being. Consider incorporating stress-relieving activities like deep breathing or hobbies today. Prioritize rest and self-care to improve your health. Keep focusing on your health goals!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32536__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-11-12 22:59:00.267,2025-11-12 22:59:00.267,0,32536,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,2fb9ddba-31b7-4e5f-b1f6-99605911b4b1,1762992000000,
1,0,tracker.vitality,"Your sleeping heart rate variability is excellent, indicating recovery and balance. With a good energy score of 78, consider maintaining your current healthy habits to keep it stable. Consider maintaining your average active time of 1 hour and 18 minutes daily. Keep up the great work and stay consistent!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32524__42475;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_57,shrv_balance_57,2025-11-13 22:05:03.937,2025-11-13 17:44:28.482,0,32524,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,f0d4e50e-b128-4ba5-b102-0903bdf2a99e,1763078400000,
1,0,tracker.vitality,"Your sleeping heart rate variability has deviated from its standard level, likely due to stress. This may be influencing your energy score, which is currently good at 77. Consider incorporating stress-relieving activities like deep breathing or hobbies today. Keep focusing on your health goals and maintain your progress!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32535__42479;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shrv_balance_59,shrv_balance_59,2025-11-14 23:00:12.750,2025-11-14 23:00:12.750,0,32535,VS_VITALITYSCORE,Manage Your Stress,4FEhL4nduw,com.sec.android.app.shealth,9be4c797-82c8-448c-b624-ca182be0970c,1763164800000,
1,0,tracker.vitality,"Your sleeping heart rate grade needs attention, indicating a significant deviation from your usual average. This affects your rest and energy levels, possibly influencing your fair energy score of 70 today. Consider focusing on recovery by taking plenty of breaks and ensuring good sleep habits tonight. Continue maintaining your average of 1 hour and 18 minutes of active time to support your health goals.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32566__42493;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shr_balance_67,shr_balance_67,2025-11-15 22:53:32.394,2025-11-15 22:53:32.394,0,32566,VS_VITALITYSCORE,Focus on Recovery,4FEhL4nduw,com.sec.android.app.shealth,bba49ba0-7cbf-407a-9fb9-6444533eb8c4,1763251200000,
1,0,tracker.vitality,"Your sleeping heart rate is stable, contributing to your recovery. With a fair energy score of 74, consider maintaining consistent rest and stress-reducing activities today. This will help improve your overall health. Keep focusing on your well-being for sustained benefits.",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32553__42489;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shr_balance_65,shr_balance_65,2025-11-16 23:06:30.413,2025-11-16 16:51:27.134,0,32553,VS_VITALITYSCORE,Keep Up the Good Work!,4FEhL4nduw,com.sec.android.app.shealth,f6523f1f-50ea-4edd-b86e-929d81e3d30d,1763337600000,
1,0,tracker.vitality,"Your moderate-to-vigorous exercise time yesterday was shorter than usual, but it's appropriate. Stick to your current exercise routine without overdoing it. Consider maintaining this balance to keep your energy score excellent. Keep up the good work and stay consistent!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32464__42455;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,exercise_time_42,exercise_time_42,2025-11-18 09:22:07.189,2025-11-17 22:52:43.995,0,32464,VS_VITALITYSCORE,Maintain Your Balance,4FEhL4nduw,com.sec.android.app.shealth,ad3134c4-5a8c-49f9-8a9a-112192feefce,1763424000000,
1,0,tracker.vitality,"Your energy score is good today, reflecting your hard work in managing your health. With 39 minutes of active time and 6 hours and 46 minutes of sleep, you're on track. Consider aiming for at least 8 hours of sleep tonight to further boost your energy score tomorrow. Keep up the great effort!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32602__42507;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,score_76,score_76,2025-11-18 22:52:42.621,2025-11-18 22:52:42.621,0,32602,VS_VITALITYSCORE,Keep Up the Good Work!,4FEhL4nduw,com.sec.android.app.shealth,2069982a-b33c-435e-b9cf-b16efbea1910,1763510400000,
1,0,tracker.vitality,"Your sleeping heart rate is stable and in excellent condition, contributing to your excellent energy score. With 1 hour and 12 minutes of active time today, consider maintaining this balance to keep your body well-rested. Continue your efforts to manage stress and stay motivated!",intent:#Intent;action=com.samsung.android.app.shealth.intent.action.INSIGHT_HA_LOGGING_CARD_EXPOSED;package=com.sec.android.app.shealth;S.card_id=32553__42489;S.extra_llm_type=llm;S.tracker_id=tracker.vitality;end,shr_balance_65,shr_balance_65,2025-11-19 21:54:51.934,2025-11-19 21:54:51.934,0,32553,VS_VITALITYSCORE,Keep Up the Great Work!,4FEhL4nduw,com.sec.android.app.shealth,f2ba31ce-6d9d-4204-a1e2-ce5e8e3a9a3e,1763596800000,
